"site","plot","event","year","doy","date","genus","species","scrub","varetc","cult"
"harvard",NA,"bbd","1991",122,1991-05-02,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","1992",137.5,1992-05-16,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","1993",121.75,1993-05-01,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","1994",130.75,1994-05-10,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","1995",129,1995-05-09,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","1996",134,1996-05-13,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","1997",131.25,1997-05-11,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","1998",119,1998-04-29,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","1999",125,1999-05-05,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2000",128.25,2000-05-07,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2001",124.25,2001-05-04,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2002",116.5,2002-04-26,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2003",131,2003-05-11,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2004",124,2004-05-03,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2005",131,2005-05-11,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2006",125,2006-05-05,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2007",127.75,2007-05-07,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2008",127.25,2008-05-06,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2009",121.75,2009-05-01,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2010",111.25,2010-04-21,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2011",129,2011-05-09,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2012",112,2012-04-21,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2013",126,2013-05-06,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","2014",132.75,2014-05-12,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"bbd","1990",121.75,1990-05-01,"Betula","populifolia","0",NA,NA
"harvard",NA,"bbd","1991",123.75,1991-05-03,"Betula","populifolia","0",NA,NA
"harvard",NA,"bbd","1992",137.5,1992-05-16,"Betula","populifolia","0",NA,NA
"harvard",NA,"bbd","1993",119.5,1993-04-29,"Betula","populifolia","0",NA,NA
"harvard",NA,"bbd","1994",130.75,1994-05-10,"Betula","populifolia","0",NA,NA
"harvard",NA,"bbd","1995",132,1995-05-12,"Betula","populifolia","0",NA,NA
"harvard",NA,"bbd","1996",119,1996-04-28,"Betula","populifolia","0",NA,NA
"harvard",NA,"bbd","1997",132.25,1997-05-12,"Betula","populifolia","0",NA,NA
"harvard",NA,"bbd","1998",121.5,1998-05-01,"Betula","populifolia","0",NA,NA
"harvard",NA,"bbd","1999",126,1999-05-06,"Betula","populifolia","0",NA,NA
"harvard",NA,"bbd","2000",126.5,2000-05-05,"Betula","populifolia","0",NA,NA
"harvard",NA,"bbd","2001",123.5,2001-05-03,"Betula","populifolia","0",NA,NA
"harvard",NA,"bbd","1990",128,1990-05-08,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1991",125.25,1991-05-05,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1992",137.5,1992-05-16,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1993",125,1993-05-05,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1994",133,1994-05-13,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1995",134,1995-05-14,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1996",135.25,1996-05-14,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1997",135,1997-05-15,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1998",118.75,1998-04-28,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1999",126,1999-05-06,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2000",129,2000-05-08,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2001",122,2001-05-02,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2002",114,2002-04-24,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2003",134.75,2003-05-14,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2004",124,2004-05-03,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2005",125,2005-05-05,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2006",126.75,2006-05-06,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2007",128.5,2007-05-08,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2008",120.25,2008-04-29,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2009",121,2009-05-01,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2010",113,2010-04-23,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2011",127,2011-05-07,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2012",116.75,2012-04-25,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2013",124,2013-05-04,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2014",132.75,2014-05-12,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1990",121.2,1990-05-01,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","1991",121.6,1991-05-01,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","1992",133.8,1992-05-12,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","1993",119.4,1993-04-29,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","1994",131.2,1994-05-11,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","1995",131.6,1995-05-11,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","1996",125.8,1996-05-04,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","1997",128.6,1997-05-08,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","1998",118,1998-04-28,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","1999",125.4,1999-05-05,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2000",128.4,2000-05-07,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2001",122.6,2001-05-02,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2002",116,2002-04-26,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2003",127.8,2003-05-07,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2004",122,2004-05-01,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2005",125.2,2005-05-05,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2006",122.4,2006-05-02,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2007",125.6,2007-05-05,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2008",123.6,2008-05-02,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2009",120.6,2009-04-30,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2010",107.8,2010-04-17,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2011",126,2011-05-06,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2012",111.4,2012-04-20,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2013",123.6,2013-05-03,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","2014",132.6,2014-05-12,"Acer","rubrum","0",NA,NA
"harvard",NA,"bbd","1990",121.2,1990-05-01,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","1991",121.6,1991-05-01,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","1992",133.8,1992-05-12,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","1993",119.4,1993-04-29,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","1994",131.2,1994-05-11,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","1995",131.6,1995-05-11,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","1996",125.8,1996-05-04,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","1997",128.6,1997-05-08,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","1998",118,1998-04-28,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","1999",125.4,1999-05-05,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2000",128.4,2000-05-07,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2001",122.6,2001-05-02,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2002",116,2002-04-26,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2003",127.8,2003-05-07,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2004",122,2004-05-01,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2005",125.2,2005-05-05,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2006",122.4,2006-05-02,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2007",125.6,2007-05-05,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2008",123.6,2008-05-02,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2009",120.6,2009-04-30,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2010",107.8,2010-04-17,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2011",126,2011-05-06,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2012",111.4,2012-04-20,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2013",123.6,2013-05-03,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","2014",132.6,2014-05-12,"Acer","saccharum","0",NA,NA
"harvard",NA,"bbd","1990",166,1990-06-15,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1991",154,1991-06-03,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1992",166.5,1992-06-14,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1993",154.25,1993-06-03,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1994",150,1994-05-30,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1995",164,1995-06-13,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1996",165,1996-06-13,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1997",167,1997-06-16,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1998",153,1998-06-02,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1999",154,1999-06-03,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","2000",159,2000-06-07,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","2001",156,2001-06-05,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1990",136,1990-05-16,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1991",137,1991-05-17,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1992",142,1992-05-21,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1993",129.333333333333,1993-05-09,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1994",141.666666666667,1994-05-21,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1995",142,1995-05-22,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1996",143.333333333333,1996-05-22,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1997",147.333333333333,1997-05-27,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1998",132,1998-05-12,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1999",133,1999-05-13,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","2000",131,2000-05-10,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","2001",130.666666666667,2001-05-10,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1990",131.75,1990-05-11,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1991",127.25,1991-05-07,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1992",141.75,1992-05-20,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1993",128,1993-05-08,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1994",139,1994-05-19,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1995",136.5,1995-05-16,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1996",137.75,1996-05-16,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1997",136,1997-05-16,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1998",122.75,1998-05-02,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1999",128,1999-05-08,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2000",129,2000-05-08,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2001",124.25,2001-05-04,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2002",119.5,2002-04-29,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2003",135,2003-05-15,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2004",129.5,2004-05-08,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2005",130,2005-05-10,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2006",126.75,2006-05-06,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2007",131,2007-05-11,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2008",128.25,2008-05-07,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2009",121.75,2009-05-01,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2010",117.25,2010-04-27,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2011",130,2011-05-10,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2012",119.75,2012-04-28,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2013",127,2013-05-07,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2014",135,2014-05-15,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1990",127.5,1990-05-07,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1991",122,1991-05-02,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1992",139.25,1992-05-18,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1993",122,1993-05-02,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1994",134,1994-05-14,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1995",132,1995-05-12,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1996",128.25,1996-05-07,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1997",135,1997-05-15,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1998",119,1998-04-29,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1999",126,1999-05-06,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","2000",128.25,2000-05-07,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","2001",124.25,2001-05-04,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1990",124,1990-05-04,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1991",120,1991-04-30,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1992",134,1992-05-13,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1993",124,1993-05-04,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1994",131,1994-05-11,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1995",130.666666666667,1995-05-10,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1996",128,1996-05-07,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1997",126.333333333333,1997-05-06,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1998",114,1998-04-24,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1999",123,1999-05-03,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2000",123.333333333333,2000-05-02,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2001",123,2001-05-03,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2002",109,2002-04-19,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2003",127.666666666667,2003-05-07,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2004",120,2004-04-29,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2005",116.666666666667,2005-04-26,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2006",117.666666666667,2006-04-27,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2007",124,2007-05-04,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2008",119.333333333333,2008-04-28,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2009",118.333333333333,2009-04-28,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2010",103,2010-04-13,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2011",120,2011-04-30,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2012",109,2012-04-18,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2013",122,2013-05-02,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2014",132,2014-05-12,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1990",126.333333333333,1990-05-06,"Castanea","dentata","2",NA,NA
"harvard",NA,"bbd","1991",124.666666666667,1991-05-04,"Castanea","dentata","2",NA,NA
"harvard",NA,"bbd","1992",134,1992-05-13,"Castanea","dentata","2",NA,NA
"harvard",NA,"bbd","1993",122,1993-05-02,"Castanea","dentata","2",NA,NA
"harvard",NA,"bbd","1994",136,1994-05-16,"Castanea","dentata","2",NA,NA
"harvard",NA,"bbd","1995",130.666666666667,1995-05-10,"Castanea","dentata","2",NA,NA
"harvard",NA,"bbd","1996",132.666666666667,1996-05-11,"Castanea","dentata","2",NA,NA
"harvard",NA,"bbd","1997",131,1997-05-11,"Castanea","dentata","2",NA,NA
"harvard",NA,"bbd","1998",119,1998-04-29,"Castanea","dentata","2",NA,NA
"harvard",NA,"bbd","1999",125.666666666667,1999-05-05,"Castanea","dentata","2",NA,NA
"harvard",NA,"bbd","2000",129,2000-05-08,"Castanea","dentata","2",NA,NA
"harvard",NA,"bbd","2001",122,2001-05-02,"Castanea","dentata","2",NA,NA
"harvard",NA,"bbd","1990",119,1990-04-29,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1991",113.333333333333,1991-04-23,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1992",124,1992-05-03,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1993",114,1993-04-24,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1994",118,1994-04-28,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1995",123,1995-05-03,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1996",115,1996-04-24,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1997",121.666666666667,1997-05-01,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1998",108,1998-04-18,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1999",116,1999-04-26,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","2000",111.333333333333,2000-04-20,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","2001",119.333333333333,2001-04-29,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","2003",118,2003-04-28,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1990",118,1990-04-28,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1991",118,1991-04-28,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1992",133,1992-05-12,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1993",118,1993-04-28,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1994",122,1994-05-02,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1995",128,1995-05-08,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1996",116,1996-04-25,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1997",128.666666666667,1997-05-08,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1998",108,1998-04-18,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1999",123,1999-05-03,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","2000",126,2000-05-05,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","2001",122,2001-05-02,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1991",134.333333333333,1991-05-14,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","1992",147,1992-05-26,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","1993",136,1993-05-16,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","1995",142,1995-05-22,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","1998",124,1998-05-04,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2000",130,2000-05-09,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2002",114,2002-04-24,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2003",129.666666666667,2003-05-09,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2005",119,2005-04-29,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2006",126.666666666667,2006-05-06,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2008",118,2008-04-27,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2009",121,2009-05-01,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2010",111.5,2010-04-21,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2011",121,2011-05-01,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2013",122,2013-05-02,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","2014",132,2014-05-12,"Betula","alleghaniensis","0",NA,NA
"harvard",NA,"ffd","1991",146.333333333333,1991-05-26,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1992",162,1992-06-10,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1993",157.5,1993-06-06,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1994",159.5,1994-06-08,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1995",160.5,1995-06-09,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1996",159,1996-06-07,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1997",167,1997-06-16,"Cornus","alternifolia","0",NA,NA
