"site","plot","event","year","doy","date","genus","species","scrub","varetc","cult"
"harvard",NA,"ffd","1998",140.5,1998-05-20,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1999",140.5,1999-05-20,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","2000",164,2000-06-12,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","2001",156,2001-06-05,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","2003",163,2003-06-12,"Cornus","alternifolia","0",NA,NA
"harvard",NA,"ffd","1992",141.333333333333,1992-05-20,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","1994",139,1994-05-19,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","1995",139,1995-05-19,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","1997",147,1997-05-27,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","1998",134,1998-05-14,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","1999",124.333333333333,1999-05-04,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2000",132,2000-05-11,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2001",125,2001-05-05,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2003",135,2003-05-15,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2004",128,2004-05-07,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2005",141,2005-05-21,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2006",128,2006-05-08,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2007",131,2007-05-11,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2008",132,2008-05-11,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2009",133,2009-05-13,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2011",133,2011-05-13,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","2013",126,2013-05-06,"Fraxinus","americana","0",NA,NA
"harvard",NA,"ffd","1990",171,1990-06-20,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1991",155.666666666667,1991-06-04,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1992",175,1992-06-23,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1993",169,1993-06-18,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1994",173,1994-06-22,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1995",171.5,1995-06-20,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1996",171,1996-06-19,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1997",182,1997-07-01,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1998",166,1998-06-15,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1999",166,1999-06-15,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","2000",176,2000-06-24,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"ffd","1994",173,1994-06-22,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"ffd","1995",146,1995-05-26,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"ffd","1996",193,1996-07-11,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"ffd","1999",166,1999-06-15,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"ffd","1990",126.75,1990-05-06,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1991",126,1991-05-06,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1992",141,1992-05-20,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1993",132,1993-05-12,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1994",139,1994-05-19,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1995",139,1995-05-19,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1996",140.5,1996-05-19,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1997",142.75,1997-05-22,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1998",126,1998-05-06,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1999",131.75,1999-05-11,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","2000",127.25,2000-05-06,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","2001",131.75,2001-05-11,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1998",183,1998-07-02,"Fagus","grandifolia","0",NA,NA
"harvard",NA,"ffd","2011",123.666666666667,2011-05-03,"Fagus","grandifolia","0",NA,NA
"harvard",NA,"ffd","2013",122,2013-05-02,"Fagus","grandifolia","0",NA,NA
"harvard",NA,"ffd","1990",176.333333333333,1990-06-25,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1991",159,1991-06-08,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1992",184.333333333333,1992-07-02,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1993",169,1993-06-18,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1994",178,1994-06-27,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1995",171,1995-06-20,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1996",174.333333333333,1996-06-22,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1997",179.333333333333,1997-06-28,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1998",164,1998-06-13,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1999",168.333333333333,1999-06-17,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","2000",173.333333333333,2000-06-21,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"ffd","1991",130,1991-05-10,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","1992",147,1992-05-26,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","1994",139,1994-05-19,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","1995",132,1995-05-12,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","1997",147,1997-05-27,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","1998",124,1998-05-04,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","2000",129,2000-05-08,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","2002",114,2002-04-24,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","2003",132,2003-05-12,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","2005",152,2005-06-01,"Betula","lenta","0",NA,NA
"harvard",NA,"ffd","1990",183,1990-07-02,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1991",175,1991-06-24,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1992",198,1992-07-16,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1994",182,1994-07-01,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1995",194,1995-07-13,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1996",193,1996-07-11,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1997",193.666666666667,1997-07-12,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1998",174,1998-06-23,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1999",181,1999-06-30,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","2000",189.666666666667,2000-07-07,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"ffd","1990",134,1990-05-14,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1991",131.75,1991-05-11,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1992",147,1992-05-26,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1994",139,1994-05-19,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1995",136.666666666667,1995-05-16,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1996",135,1996-05-14,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1997",144,1997-05-24,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1998",122.5,1998-05-02,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","2000",126,2000-05-05,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","2002",110.666666666667,2002-04-20,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","2003",123.666666666667,2003-05-03,"Betula","papyrifera","0",NA,NA
"harvard",NA,"ffd","1990",144,1990-05-24,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1991",130,1991-05-10,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1992",141,1992-05-20,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1993",132,1993-05-12,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1994",139,1994-05-19,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1995",140,1995-05-20,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1996",143,1996-05-22,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1997",147.25,1997-05-27,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1998",127,1998-05-07,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1999",147,1999-05-27,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2000",130.5,2000-05-09,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2001",125,2001-05-05,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2002",131.5,2002-05-11,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2003",136.25,2003-05-16,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2004",130.5,2004-05-09,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2005",134,2005-05-14,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2006",131,2006-05-11,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2007",131,2007-05-11,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2008",134,2008-05-13,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2009",125.75,2009-05-05,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2010",117,2010-04-27,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2011",133.75,2011-05-13,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2012",121.333333333333,2012-04-30,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2013",131,2013-05-11,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","2014",135.666666666667,2014-05-15,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1990",138.25,1990-05-18,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1991",133.25,1991-05-13,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1992",144.5,1992-05-23,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1993",136,1993-05-16,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1994",141,1994-05-21,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1995",137.5,1995-05-17,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1996",134,1996-05-13,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1997",147,1997-05-27,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1998",126,1998-05-06,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1999",132.5,1999-05-12,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","2000",130,2000-05-09,"Betula","populifolia","0",NA,NA
"harvard",NA,"ffd","1990",131,1990-05-11,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1991",131.5,1991-05-11,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1992",147,1992-05-26,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1993",138,1993-05-18,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1994",145,1994-05-25,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1995",146.666666666667,1995-05-26,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1996",137,1996-05-16,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1997",144,1997-05-24,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1998",124,1998-05-04,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1999",128.333333333333,1999-05-08,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2000",130,2000-05-09,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2001",125,2001-05-05,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2002",123,2002-05-03,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2003",134.75,2003-05-14,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2004",129,2004-05-08,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2005",126.666666666667,2005-05-06,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2006",129,2006-05-09,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2007",130,2007-05-10,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2008",120.666666666667,2008-04-29,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2009",121,2009-05-01,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2010",111,2010-04-21,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2011",126.75,2011-05-06,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2012",122.25,2012-05-01,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2013",125,2013-05-05,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","2014",132,2014-05-12,"Quercus","rubra","0",NA,NA
"harvard",NA,"ffd","1990",105.2,1990-04-15,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1991",99.6,1991-04-09,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1992",120.4,1992-04-29,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1993",109.4,1993-04-19,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1994",110.6,1994-04-20,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1995",113.8,1995-04-23,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1996",108.6,1996-04-17,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1997",112.6,1997-04-22,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1998",97,1998-04-07,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1999",100.4,1999-04-10,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2000",95,2000-04-04,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2001",112,2001-04-22,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2002",102,2002-04-12,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2003",111,2003-04-21,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2004",110,2004-04-19,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2005",105,2005-04-15,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2006",100,2006-04-10,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2007",114,2007-04-24,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2008",111.6,2008-04-20,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2009",108.2,2009-04-18,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2010",98,2010-04-08,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2011",111,2011-04-21,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2012",82,2012-03-22,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2013",109.8,2013-04-19,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","2014",112.5,2014-04-22,"Acer","rubrum","0",NA,NA
"harvard",NA,"ffd","1990",105.2,1990-04-15,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1991",99.6,1991-04-09,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1992",120.4,1992-04-29,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1993",109.4,1993-04-19,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1994",110.6,1994-04-20,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1995",113.8,1995-04-23,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1996",108.6,1996-04-17,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1997",112.6,1997-04-22,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1998",97,1998-04-07,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1999",100.4,1999-04-10,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2000",95,2000-04-04,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2001",112,2001-04-22,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2002",102,2002-04-12,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2003",111,2003-04-21,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2004",110,2004-04-19,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2005",105,2005-04-15,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2006",100,2006-04-10,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2007",114,2007-04-24,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2008",111.6,2008-04-20,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2009",108.2,2009-04-18,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2010",98,2010-04-08,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2011",111,2011-04-21,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2012",82,2012-03-22,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2013",109.8,2013-04-19,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","2014",112.5,2014-04-22,"Acer","saccharum","0",NA,NA
"harvard",NA,"ffd","1994",173,1994-06-22,"Pinus","strobus","0",NA,NA
"harvard",NA,"ffd","1995",179.5,1995-06-28,"Pinus","strobus","0",NA,NA
"harvard",NA,"ffd","1991",161,1991-06-10,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"ffd","1994",173,1994-06-22,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"ffd","1996",173,1996-06-21,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"ffd","1998",160,1998-06-09,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"ffd","1999",163.5,1999-06-12,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"ffd","2000",173,2000-06-21,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"ffd","1991",130,1991-05-10,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","1994",153.5,1994-06-02,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","1995",152,1995-06-01,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","1996",138,1996-05-17,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","1997",147.5,1997-05-27,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","1998",129,1998-05-09,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","1999",134,1999-05-14,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","2000",132,2000-05-11,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","2001",125,2001-05-05,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","2002",120,2002-04-30,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","2003",134.5,2003-05-14,"Quercus","velutina","0",NA,NA
"harvard",NA,"ffd","1990",184,1990-07-03,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1991",165.666666666667,1991-06-14,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1992",193.5,1992-07-11,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1993",176,1993-06-25,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1994",173,1994-06-22,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1995",184,1995-07-03,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1996",180,1996-06-28,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1997",185.5,1997-07-04,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1998",178.5,1998-06-27,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1999",177,1999-06-26,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","2001",177,2001-06-26,"Ilex","verticillata","0",NA,NA
"harvard",NA,"ffd","1992",175,1992-06-23,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"ffd","1990",124,1990-05-04,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1991",130,1991-05-10,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1992",135,1992-05-14,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1993",133.5,1993-05-13,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1994",127,1994-05-07,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1995",144.5,1995-05-24,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1996",136.5,1996-05-15,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1997",136,1997-05-16,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1998",114,1998-04-24,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1999",111,1999-04-21,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","2000",126.666666666667,2000-05-05,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","2001",125,2001-05-05,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","2003",130,2003-05-10,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1990",159,1990-06-08,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1991",139,1991-05-19,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1992",146,1992-05-25,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1993",128,1993-05-08,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1994",143,1994-05-23,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1995",142,1995-05-22,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1996",139,1996-05-18,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1997",150.5,1997-05-30,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1998",128,1998-05-08,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","1999",137.5,1999-05-17,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","2000",137,2000-05-16,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"ffd","2001",125,2001-05-05,"Nemopanthus","mucronata","2",NA,NA
